Substrate_Type,Deposition_Method,Material_Type,Film_Thickness_nm,Annealing_Temp_C,Nanostructure_Size_nm,Gate_Length_um,Gate_Width_um,Mobility_cm2V-1s-1,Threshold_Voltage_V,On_Off_Ratio,Subthreshold_Swing_Vdec,Gate_Density_gates_per_mm2,Bending_Radius_mm,Cycles_to_Failure,Power_Consumption_mW,SNN_Accuracy_%,Response_Time_ms,Temperature_Stability_%,Transparency_%,Device_Quality
Polyimide,Solution,ZnO,121.72304019331193,270.6128612341033,72.3307674882294,0.6366217418494533,148.22064481933435,34.4508816025236,1.3096771406562464,75945276.20859909,0.05997048323730959,396.21236272589897,11.600324706767617,43276,5.7654511097580405,74.04269981833363,1.9986514782347553,98.37499053303638,80.65583582344478,Low
Polyimide,ALD,IGZO:ZnO Hybrid,49.61951428060429,317.0815661684252,60.888462152721075,8.128322362436487,159.4360855703432,56.46620938385027,1.4398029340561318,31411259.861734238,0.2757707675098214,1472.2722983600938,23.652642765532715,49322,2.001865628074282,82.14127379039431,3.394767589102412,92.26882124796427,71.63326289571673,Medium
Polyimide,Sputtering,IGZO,146.87881044784302,306.88417160068354,10.732989577958575,9.817541151438556,56.30456026182511,37.868725501285326,-1.1833435144228681,45965358.96832597,0.17360937229433754,1471.840172384055,17.972821628060107,3339,7.95507175458411,95.55735221754745,2.495113836002081,98.89721651067104,86.14689287312646,Medium
Polyimide,Sputtering,IGZO,106.75555174603569,225.39710838525602,72.19131358944946,6.256298856435349,68.12001451968878,49.51851186545482,1.33965379070422,23688924.616102386,0.34189054657792833,1366.2933725020396,4.587841673341966,17246,0.43988849431424726,86.2554165593694,0.537477273767832,90.30957621968295,81.57027446648539,Medium
PEN,Solution,IGZO,21.3556009216624,260.3980604241442,64.54470393949735,5.2852296772986715,101.7955826574449,49.00839566154628,2.789567304515548,62735434.66501288,0.37469924716705755,355.96884567226084,14.045204269798365,9109,9.82738558579573,81.0081364988873,1.9984639250406504,95.86783003501439,90.5838308073669,Medium
Polyimide,ALD,ZnO,53.20375300907854,310.950624397939,16.872792507921076,8.844950698927136,22.004788403443033,56.267100487935906,0.9344380598763764,30155826.6512824,0.43828815970817714,875.1838185922152,18.425732763244458,24758,8.664978414236577,71.39786501932927,0.5628839778973423,89.51479763892675,77.53366392257774,Low
PEN,Solution,IGZO:ZnO Hybrid,53.89272898958915,159.21134683799127,8.883941654961266,9.548909502003687,126.11688941013676,47.362582110743034,1.7187018712915996,96802415.91315056,0.26393730669680643,302.83702793938494,27.466484860461474,24091,5.838430609786797,89.49593199884993,1.034676975304568,85.01745496491968,71.59117449353738,Medium
PEN,ALD,IGZO,29.00305981716179,311.615856471166,46.79829314857314,7.668100701073375,196.90965639839396,46.12352827071992,1.0052953849164799,70297725.38620448,0.497502539845513,1651.5789577750593,7.277665398281883,44056,1.2018270612949582,98.60985619389673,0.13515474791722382,90.69616801823435,94.86950487311213,High
PEN,Sputtering,IGZO:ZnO Hybrid,144.77744734987078,185.5776248098047,16.70268585049827,4.731802832475735,78.55319916182049,17.875646573385232,2.3463327836639043,13680860.414582845,0.49099374827919917,1344.8270720380467,24.56668311456952,14317,2.2312004555677474,96.4420955639931,0.9884340992748447,96.06648269663859,72.44716626325746,Low
Polyimide,Sputtering,IGZO:ZnO Hybrid,82.17318829487009,252.93672342428778,67.5943214446454,6.1261032936486846,153.04102026736294,8.29588354265948,2.6831239256890598,41675317.01894994,0.4469750260119649,1063.6874798588549,5.6574855261445585,17762,2.8664081861042754,90.80158624962941,1.7191920345919687,87.2503626916977,75.00109239231793,Low
PEN,Sputtering,IGZO,136.45589765834467,311.65508791118754,31.87509925037553,7.158885967670993,105.00644395822552,33.46797057795942,-0.6710104531663832,38548255.76199056,0.3086912728211319,751.7294053511336,8.782598482122602,4465,2.4862142052457488,73.0534928894224,2.737270325288244,92.57203049811089,88.31945288753309,Low
Polyimide,Sputtering,IGZO,61.888015447801685,200.76421563133897,73.46693335524316,2.3455989245171134,34.28425042847272,11.843881437071536,0.46587016450706953,53429368.60093111,0.22910289687671676,450.0740015394235,8.813628737723445,26622,5.025448103489112,76.94376270861143,4.604458334795388,88.18482227276073,63.10226818625824,Low
PEN,Solution,IGZO:ZnO Hybrid,36.280364156267524,199.1614878612306,47.42661291057543,4.748409806056161,120.6251152724914,57.92077319528952,0.26571945419724585,84194648.14118053,0.21397383956290322,302.250418782905,26.569417485447314,7800,9.451147665644763,75.41862156414533,2.747601649486071,86.11936182128655,73.527153712048,Low
PEN,ALD,IGZO,81.6636942878078,230.55287969245038,18.70042881797511,8.383302014814207,66.97611100437234,20.94586194481657,0.3234680548467539,58346367.29814834,0.055456137539485174,1941.5571543201092,7.5724953764196385,36539,4.497308589201324,80.30838756741372,3.557457352685274,94.26177972916474,62.99985327033994,Medium
PEN,ALD,IGZO,34.81436251286123,328.9285595155269,15.469915051985007,6.719890810735208,16.536609606157064,51.91193118613612,-0.9351411844745585,6165052.193223928,0.16212852375906495,479.3324197164438,24.034900355591454,37651,6.649489224916714,76.82999960595453,1.8526177473982937,99.27951433455104,64.87570533354652,Low
PEN,Solution,IGZO,83.18201538708018,150.08855628744158,48.23543281683154,4.406438638512614,130.63664872237132,26.319354386135263,2.161270766913237,65545015.52331748,0.37346370572712406,213.76179077063276,14.930582952549358,3600,6.916973739190349,77.0887439331791,3.7829908884796106,89.66056328076876,60.16242889243024,Low
PEN,ALD,ZnO,139.638633558523,330.276619328387,62.14127088968329,6.801944073139473,173.19714637169824,22.77568374215576,-1.3390519064327915,836447.141606381,0.3216344449518799,1927.1668671467432,29.9745414983247,6518,8.728649180019378,87.88516812588676,3.1402968556522395,93.70968700539926,60.334050240383135,Medium
PEN,Sputtering,IGZO:ZnO Hybrid,87.69985843844765,180.76140492832155,63.61292358066366,1.6231129146883687,75.50625571097609,56.43372148071416,0.877019734772206,77998246.4494339,0.4623899851253901,1143.0083085798715,25.494561962258953,20627,0.4348307469580406,79.24237702288012,2.3529906650468204,99.30405051626192,73.31007613259982,Low
PEN,ALD,IGZO:ZnO Hybrid,100.14496449636086,348.0172752134964,25.681805333096097,4.3142273003663245,84.15615397042639,24.98274146474232,1.4784527462011106,66666940.88040009,0.07251002011245104,1613.6477964831715,22.711687764538905,30369,4.1028675875406675,89.63772341770172,1.0494670949670064,94.75725024992032,88.32073317317216,Medium
PEN,Sputtering,ZnO,40.36299680659508,340.9693986076936,20.31850691841256,8.034721110649036,179.2941197637702,26.465834976472504,-0.5663875287350526,30885477.97867507,0.11987447142979878,183.15510967680524,26.380336586261475,32445,7.868877629452383,97.48880011523923,1.587350449186765,95.09669953464932,80.54515262070926,Medium
Polyimide,Solution,IGZO:ZnO Hybrid,25.685631364396034,248.93503791825668,6.256722836928681,2.594833477798156,164.58567453979762,10.835047878710004,2.5763258644445806,29251256.04090568,0.40515970520845856,1177.1971292113437,19.75285099294094,17689,8.167183448157918,88.51585958178393,3.1426358281412003,87.68392767341254,82.22199154481751,Low
Polyimide,ALD,IGZO,34.40503508337491,252.54404956252563,55.939936340087705,2.2666343217954683,145.84103647483767,41.87456659053801,2.273471431611569,79829316.9246651,0.2113284340379002,856.5989318241908,25.622263182797933,16923,9.280592890222712,91.79804363910077,2.187675989386408,92.3891451827924,78.17372331547102,High
PEN,Solution,IGZO:ZnO Hybrid,97.80910483896754,246.30986805517085,10.742619382515423,9.532777269206099,57.271442113098104,20.886167796263244,0.6198767826776637,78335835.82554281,0.10325540017304508,1566.7324252647786,9.311551726120765,39469,7.057664162198223,91.7958320432023,4.4579941280703546,90.5062412063087,88.69276004596955,Medium
PEN,ALD,IGZO,32.35152086899961,277.08872913190453,36.557090132444436,2.4940274810691916,182.94116444366244,37.20822923117289,0.35017019553062423,35236712.41413223,0.4984027272950401,173.00872671421132,4.735689910830098,31403,2.5270240664369608,79.59038086358002,1.2507173305243682,92.06435278586545,90.8132553815161,Low
PEN,Sputtering,ZnO,68.87907569237049,168.1443404469862,50.126162301372204,2.9787265066765967,39.338993932450464,37.524343722926524,-0.43544433655004977,29901783.330697235,0.40426263620121333,863.2120802670672,19.246096198426724,1958,5.106090856535344,70.43378184320963,0.4580559960410343,97.01239864662816,89.74092548508813,Low
Polyimide,Solution,IGZO,91.51195225956029,156.5235896683133,75.28317086897577,9.71135141959121,129.08639868927213,44.55598325776719,1.7849695109023362,55986880.64039017,0.23393346654115516,1618.2394970237724,14.171330994580408,41363,0.420218350397086,71.59639092683221,2.987808024876874,91.91048481619147,88.42462370310636,Low
PEN,ALD,IGZO:ZnO Hybrid,70.5248638218801,161.54058568317976,28.385160271682647,7.479731417517744,15.472224303838553,45.988281739484265,-0.9071529016561614,846482.3418145766,0.42050636462576313,1093.124802812903,13.940342268188095,4538,6.504590576872643,78.17974727565219,4.441649116931372,85.94276017386753,66.39495757471494,Low
Polyimide,Sputtering,IGZO:ZnO Hybrid,41.2788941904892,238.87306984830286,23.732912183488985,7.146167063723518,132.30676320173973,33.29488389208467,1.5610698922970236,8275877.128274363,0.356271741553619,1145.0736078973475,16.748939868041294,24404,5.587522593936692,89.99675232607035,1.8872212442549645,98.58312491726295,80.78566788778274,Medium
Polyimide,Solution,IGZO:ZnO Hybrid,55.592869976833846,205.1095878438967,54.06201157145738,8.602800646618523,62.65742685593837,23.204557118187164,2.2910564375328613,12625697.318972187,0.40548864180642497,284.61289573533446,12.11871312383519,10983,6.701679179536802,96.29381102080049,3.2737855408540093,93.17223831177955,80.37571186344296,Medium
Polyimide,Solution,ZnO,140.681279270315,274.4079124741987,51.442927404018626,1.6003192812495457,95.43862566490681,51.05979921591037,-0.4718779083733933,18549327.664539147,0.41684286990454245,351.42805662817364,19.529666880399216,36371,9.308391478537196,97.80514960353165,1.2339218486680286,98.86741537795437,78.47804013116743,High
Polyimide,ALD,ZnO,107.8776958262262,348.48845787495577,29.908233748109343,7.206584247510068,75.60026489084008,22.04261071746666,2.3989233130444028,51206692.48628015,0.08812790748064306,1386.2992501949932,2.8559142857336375,25642,6.904038456032272,70.74961125136213,2.836512416196173,93.58531768041436,76.82844762538681,Low
Polyimide,ALD,IGZO:ZnO Hybrid,84.48621902838525,227.26463461529318,74.60763766323399,5.285041788618269,42.82378368677988,32.913000195813225,-1.3500456025222118,99224269.06696358,0.33033779945964303,1382.5885823508477,29.15695757268937,14467,3.272454310710136,98.71253012335036,3.955281294227001,86.0445447396259,63.12096670152342,Medium
PEN,ALD,IGZO,21.652935698296158,264.76825082090267,68.36467456172245,8.376931082699329,128.17635011783608,27.068892076205042,2.6075432342393645,65264814.04071788,0.053053498839572416,1960.2964490793192,27.891851777275974,1205,2.067492972314552,79.35241933234411,4.348454834005751,93.29304090288657,63.57571318671777,Low
PEN,Sputtering,ZnO,149.01400206363112,233.1207791814671,21.798690939881087,5.327346327319346,177.5753554767154,52.029311228332844,-0.9673699746691589,6139266.456977867,0.06955531083552678,1452.7106773245457,28.18756455229414,28409,8.560898447504682,94.44573061881835,0.6150837362767437,93.63608398739021,91.57985496542182,High
PEN,ALD,IGZO:ZnO Hybrid,107.28914153630362,319.4543335443719,22.935690907589237,6.392292865554666,192.22600603365666,28.755519213020584,1.4059163007211466,52562681.61248355,0.4567910040751284,1037.1626422735499,12.220097876344115,13442,2.02388821841023,75.22856836020664,1.8462351298369029,88.21509819014463,82.05652536924195,Low
PEN,Solution,IGZO:ZnO Hybrid,61.199922054842844,330.44728069244763,43.422526016531044,5.038550200795592,46.54580899924386,26.235455386061634,-0.37462888988726184,49669554.78682655,0.2874036746105625,1728.9228647137504,16.892946814454795,27290,1.6999348478941028,71.82404947059892,3.2342577654857645,92.06543626156565,69.18110250743023,Low
PEN,Solution,ZnO,134.30492579971897,325.471122441052,63.01790762980402,5.042509773780519,146.30082707196493,42.94030310937006,2.2644857602632618,14425339.903646769,0.3811558936408362,298.49867305027885,28.715656885612105,27108,2.1454595987416605,80.97230729781793,0.2701420536588959,91.89162267810477,69.77551362247097,Medium
Polyimide,ALD,ZnO,53.596110637936356,344.8744477358515,8.303028454134829,7.795714791587399,136.22447965507962,38.13426104237935,0.805351624119599,92028034.15655275,0.42732544569941566,953.6620597028837,27.265689579972424,6691,5.137524396492017,94.9088362673901,3.4840144807390527,94.34314223530906,81.35681910770205,Medium
PEN,ALD,ZnO,90.72215529375771,155.50383702808307,57.000136530103,6.47138080614919,75.24178001916879,10.898575842271534,-0.8914146393907438,44082117.11506014,0.47731404540406325,645.5073107623825,24.126845325232125,39909,1.329455687278623,76.40392256045666,2.6873660257387533,88.89421148010881,74.24272411224817,Low
PEN,Solution,IGZO,102.68919928487726,317.9632324291062,53.61769230365727,6.516000415289399,13.62884787720791,32.94928434891798,1.0694620709669032,99455968.46956788,0.44120878156525817,298.8118331624886,13.405284515732589,20504,9.387371472907352,74.46476244680342,1.5139747681781297,93.7262262692229,75.44634598447831,Low
Polyimide,Sputtering,IGZO,48.738238288984704,300.3544346078187,22.36100719347412,4.777683596399495,141.06033698944455,45.45131135832862,0.33547174588642403,42013028.80226391,0.2674901519137823,1550.6539609686959,17.801498249100856,31162,9.665911701676887,96.38432553955552,4.091806807910848,88.61428063955414,62.12274966866966,High
PEN,ALD,IGZO:ZnO Hybrid,147.19164624407745,195.73888188007297,56.10147599310116,5.545540215206512,189.64402350630502,59.56411205252459,1.4765151747589553,60799690.69133409,0.20118663832123018,1070.5048579478794,24.201549278066135,40496,9.740638347501688,97.21177887602231,1.5212484902492984,91.6966790830586,64.85587154884107,High
Polyimide,ALD,ZnO,117.26494777726968,341.26401867750553,75.5137393439062,7.58431782894548,130.10282316397377,39.603075868367554,2.4685647814355676,10485206.019779492,0.11952195629271718,1157.8605678052322,9.64433587512089,39798,0.4873355677152261,70.36389777647835,4.957933726398637,86.84058549005961,73.76726492972819,Low
PEN,Solution,IGZO,92.51571931643909,179.6355856459891,8.508938372882639,8.346438731563223,92.70561759565048,25.366118654272476,0.34225109032538303,45428240.10244885,0.230144667119276,881.3848570296251,19.54058231038712,22551,9.467355512152315,91.09563638504896,4.100213926655368,85.55950821792217,84.4890246977169,Medium
Polyimide,ALD,ZnO,43.477297762789114,285.90998542678165,28.97390414690469,7.117333320368439,109.77923988120939,17.438337989116512,-0.19553694209763162,23884201.74145729,0.21492211062252353,974.6407400451969,25.182161095851992,14383,9.97440783291251,78.96702435935048,3.5691044567771297,89.808809589876,61.68088856599696,Low
PEN,Sputtering,IGZO:ZnO Hybrid,27.001566909743396,194.9780433631825,37.86325374997664,9.27869339403399,47.92947345538433,53.00566287843262,-1.4346820746257605,83558124.20913778,0.301808678880143,320.43303553370595,21.808734168521237,17496,9.430048182520322,80.8664267290485,0.4006030340169655,89.11857625974612,71.70952274908791,Medium
PEN,Solution,IGZO,61.60777822772785,236.27612975481492,72.44452691935172,8.293078837398408,152.60339111321014,49.801086666242654,1.0867756703694371,78394119.29090531,0.34947923394074604,1378.5438661452552,15.42545767334802,42716,6.7422951670507905,83.60398627359321,4.53112082273764,91.1040386804702,84.32751831770805,Medium
Polyimide,ALD,IGZO,117.91435366874236,293.8319793889138,77.16960849568675,5.8377060031904255,151.8197677018713,17.865755142866167,0.3102364534414508,82419758.1625396,0.4902464644002713,921.6499832499061,18.369034067544433,10088,7.042178508844159,82.37693813506107,3.971270998114,99.4297393000051,87.72177766576019,Low
Polyimide,Solution,IGZO,55.01306877926326,262.6649284066093,38.30864348722492,6.8783576901155,37.64828707361074,16.03476495806154,0.18592148556672927,72363707.68141755,0.3777737837453296,1651.8583889462082,29.682915208082235,47982,1.310304104747132,84.93423976448105,1.2222228885298312,92.83343942155493,66.65772464333597,Low
Polyimide,ALD,IGZO:ZnO Hybrid,90.14230866441567,235.50036626562235,61.25213091066434,9.299928630751362,176.81589267493524,44.332522724614655,-0.6767910542210436,83269995.52976891,0.3396868395993155,472.9456802718446,18.855658250121884,28444,8.755541063042129,86.88848975646047,2.022016088501756,93.29765059205135,85.602049616271,Medium
Polyimide,ALD,ZnO,114.63313297499661,215.26768618639744,44.87457678233623,6.382096420309055,61.146050499928,22.32236340553177,0.4352490533607343,20090866.729990337,0.20079159542075414,489.60467749578794,23.997297112522027,25734,0.6904318878248379,83.5022696402998,1.4162946029338002,99.12401558181061,93.43940929276603,Medium
Polyimide,ALD,IGZO,34.032682904040364,317.93193114175807,45.33372010560324,8.335666005808392,196.62865157795682,21.85193390990768,2.929988791125157,45209857.22021437,0.06552674442424669,1326.9431859083068,22.344933402574554,42745,3.245532411514634,90.345342674196,4.923638567487226,98.8172070638775,91.7384252533757,Medium
Polyimide,Sputtering,IGZO:ZnO Hybrid,109.08874209506354,178.76287006296275,25.85746362997673,7.043699784104877,82.7515726670767,13.375963588721039,-0.1601063084749006,69187769.52579735,0.1796563079846113,1707.4065044550541,21.64173723482217,35571,9.912401286967052,90.83944822242212,4.285562579547241,98.26167930850627,87.62816270821281,Low
Polyimide,Sputtering,ZnO,31.94321540230581,236.02057530596,21.271718439790963,5.743395430074432,43.79797115955493,19.518653584040646,1.1986698603364507,63742875.86853413,0.39580155520682797,997.1758933745331,22.05833354319322,27415,4.281046003119653,82.77041672535965,4.6581039832060025,86.4699211304457,84.93143401144684,Low
Polyimide,Solution,IGZO:ZnO Hybrid,145.46686647650955,330.75151435502846,26.600400944303086,2.7974628564458546,76.82682115567394,28.512915667595728,1.9941909659205006,71638284.74257995,0.14237237336171077,1481.21235059289,14.723473035880989,16389,1.3984466172560615,74.13143129452615,3.964993758239607,94.51446115780496,68.22984078069196,Low
PEN,ALD,ZnO,83.49123690844215,319.16991009199353,46.724600544280946,4.546976434950067,93.6342624524667,45.30610854998285,1.8712102042943926,22433595.73129166,0.3704846871533515,1998.7268508368627,15.27648488650751,28744,9.696017154285894,88.57852871828356,2.336106381244213,97.12148470740267,82.18661294668394,Medium
PEN,ALD,IGZO:ZnO Hybrid,39.58789400228406,230.18835249460932,7.186638951656675,9.6935568359203,23.168476877276017,23.496945192756236,-0.02051570628334165,9852486.557408525,0.3109009291562371,1981.5047154849635,15.100156646101905,19682,9.842982505713188,92.41574465817055,1.106627824091957,97.53362034365642,82.51458978336035,Medium
Polyimide,Sputtering,ZnO,64.50987268436104,302.6216727202617,73.04367082673043,6.7487711410897,119.86149243242501,23.073238671391348,1.2488703758258266,91681489.7416969,0.1273355913877092,1514.2400013612303,2.9311290019530265,46038,1.9517225838632724,88.50517611491455,1.1195927688576959,93.66860713752844,74.23874662324408,Medium
PEN,ALD,IGZO,73.74413840838399,314.63216614177185,16.721278216233216,5.861756113220402,123.55016357509106,20.67022889038397,2.4206910837157074,56021587.83778017,0.16773116283132347,1505.2143303886728,8.749829249305057,35310,8.661557706527692,87.05358820955766,0.8432459569967173,85.26243321229254,77.25554115953281,Medium
PEN,Sputtering,ZnO,118.56405143994985,327.7774848007259,21.506650765353992,9.36308794251816,150.39678651639971,31.305601713107365,-1.4304865752011493,15391054.19149602,0.2733366215689144,570.4758856779208,6.327792186196718,8259,3.9651909293195287,76.65294774580359,2.7785827964866456,99.60569352462602,84.29099708611474,Low
PEN,ALD,IGZO:ZnO Hybrid,116.64509218995921,258.9011538098456,43.870713233573476,6.071861919855763,15.542279535241226,14.935018386772342,0.46080460579488447,79345723.82291728,0.23826861729853138,1683.7252999331702,26.820460319123203,46168,3.8755477984184736,88.70897418375849,4.6078359620318485,92.08295054137182,93.32355374986477,Low
PEN,Solution,IGZO:ZnO Hybrid,99.55226569385303,190.89217721094235,58.258607475295946,5.4977839249653275,112.83526074242772,31.709690371766904,-0.49076961791142626,91493844.36356196,0.4003537313960418,869.694041389529,9.699142260682573,13546,2.7007065557793264,79.71083022271014,4.959810543224255,90.90393842910397,70.33571729543611,Low
Polyimide,ALD,ZnO,33.770992632604084,201.06181530078632,12.179679105829798,7.71345312392695,20.05241232142623,43.72965559070794,0.24884530679477534,16964656.221925195,0.38048208914446113,1927.788428746963,5.876393765035131,3154,0.5426317180934754,96.66720702158527,1.5077690201801477,90.92423070515895,68.62271031851039,High
PEN,ALD,IGZO,39.704018306397565,209.13893480832084,28.827102316037163,7.270323380372172,143.21740179366415,6.63847772179422,0.3719532358885873,81743071.40235837,0.3085585265628577,254.71260854317745,5.353474093504778,9766,2.753288938483713,88.95788269003944,3.516841247453974,91.362263200874,81.0632412304605,Low
Polyimide,Sputtering,IGZO,32.18839968392236,268.76049616192313,77.65059541807679,2.3350200798801106,20.58831728318705,5.537865916816902,1.8600193415398665,93323173.88129964,0.42002362016281636,928.0967008581795,21.599715367460444,49517,0.632391362797215,78.06721062454078,3.0257802764908512,88.6327107725913,64.5779689004476,Low
PEN,ALD,ZnO,95.03246182738151,156.5619248257217,24.675722508570928,4.977428608454151,183.2282911849102,9.131760058498006,-1.0778015742205058,93836776.41359878,0.3032012933079389,1156.0969265986473,2.17033270561886,12230,9.251283258963637,83.71488037155397,2.495786972693925,89.91000438624745,80.38864906707349,Low
PEN,ALD,ZnO,134.02799739648253,277.2084937559937,28.478760879736015,4.9888967067860595,143.39568770805434,34.461303395046166,0.806627564096297,91416504.60073358,0.4839751654957671,869.7967934637132,15.196523249182231,18765,6.651034656688012,94.55085700066628,3.362266354679003,99.78036414662108,63.10980197750008,Medium
PEN,Sputtering,IGZO:ZnO Hybrid,76.39406659312033,222.8708476856464,67.73738679635251,4.093132894811776,106.40405536617985,51.99502957519719,1.038876563094354,54646637.02588668,0.14775084461798665,500.10046195939236,5.3283909567494945,6902,8.877564235162277,79.72845458429677,1.919678793002338,90.52252000384141,77.17043578615781,Low
Polyimide,Solution,IGZO,40.910262614507005,209.04836049792843,8.766082376784144,5.414288080446405,93.88574542342324,5.2686456311138565,0.7237092159831198,35627569.61221439,0.3713593971209687,1226.6781286867688,25.790574573805344,2222,7.201177746558649,85.23777653441905,4.727975397957903,92.90087524710684,81.71450311497368,Low
PEN,Solution,ZnO,92.54550226936571,325.8993141456253,39.84598766067281,4.42452027840787,34.827799778519854,56.516371752157454,1.7934296387822406,737208.0413239886,0.2164748594245106,1536.2440377877615,28.836609980668833,28050,1.3997400237181288,89.71042922429416,3.5566994517610513,97.72441398962827,62.453837374549465,Medium
Polyimide,Sputtering,IGZO,125.52778819254229,242.0004791161598,33.47125733387527,2.3937821499762397,65.28988401728598,10.845318136379468,0.22706065158081312,6100613.564883993,0.17553478748908724,1325.1933324383733,28.8451292540173,35269,9.411757213679449,91.88135082597552,3.79558535076298,92.91141716663296,67.24336031820202,Low
PEN,Sputtering,ZnO,116.4225679966809,169.01060910653857,28.744006993148837,4.41748162910947,175.1022299539703,51.30909404320245,2.752351786380342,42889613.13958609,0.1311743641854708,545.4528127352751,14.37499505050954,10050,9.008941230964394,75.0428730768776,1.2878682655297624,89.86680132427252,71.73809997078337,Low
Polyimide,Sputtering,ZnO,134.5886013577528,315.3493536052494,26.42746955335734,1.1866310019451776,181.84603419687383,31.557012074062072,0.6681154914252363,39938621.37768712,0.29862656431769474,1490.0550943001956,20.0464150841743,49976,3.5459531712202534,86.38941683564138,0.9260518171383352,92.85626465377796,72.90095433151556,Medium
PEN,Sputtering,IGZO,56.12727264235282,159.52825148730133,11.85305786453069,5.96996569635691,10.142064590400903,41.26465630033642,1.0704625932665892,18479543.817892622,0.14696124473714506,588.1058314846701,18.791715822300848,4574,1.2041800694815974,96.45379711438984,2.032269886162183,86.71129465658646,83.66366251389555,High
Polyimide,Sputtering,ZnO,45.21400274481073,295.34984483363934,28.61193720137366,8.609718214940564,122.88591438073475,33.087564144595035,2.2148887050603725,39554048.002885364,0.14015788315178268,432.884489555676,11.801089238806682,37497,7.07113203280985,98.08243366378113,3.8566951781471546,86.95010432849155,78.51574691958334,Medium
Polyimide,Solution,ZnO,134.37614317245203,304.78124435413304,8.228930203675143,7.390227301368275,146.6671157147716,31.237652384864504,-0.26143752330994885,17473260.044882257,0.49573935728771806,1412.269229333572,14.433805759774874,12157,7.310776897093553,89.02820623422139,4.700099957789002,95.41161298346003,73.37379646068644,Medium
PEN,Solution,IGZO:ZnO Hybrid,105.482840661143,220.52052118577163,63.57228977333264,3.9237433805140567,127.5619266669452,50.91946856004153,-1.161590870567389,84880637.36505629,0.41078633758059235,1701.2957676164654,3.801063522531999,20575,8.978607543923001,98.52616332063958,2.1939161472726387,98.76190985889619,75.77366890195775,High
